43691REVB,650VDC,inverted,2x13A,dual
43684,625VDC,upright,2x13A,dual
43691REVA,650VDC,inverted,2x13A,dual
43691REVC,650VDC,inverted,2x13A,dual
43691,650VDC,inverted,2x13A,dual
